Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD),Closing_Price_Diff,EMA_7,EMA_20,EMA_50,EMA_100,WMA_7,WMA_20,WMA_50,WMA_100,WMA7_WMA20,EMA20_EMA50,7_day_volatility,30_day_volatility,BB_upper,BB_middle,BB_lower,RSI,MACD,MACD_signal,ATR,Stoch_k,Stoch_d,Ichimoku_Span_A,Ichimoku_Span_B,log_return,14_day_rolling_mean,14_day_rolling_std,ROC,lag_1,lag_2,lag_3,day_sin,day_cos,month_sin,month_cos
2017-01-11,636.588,657.681,659.283,635.84899,-21.093000000000075,-1.1741619711175162,-1.3549402172235474,-1.3645051539453812,-1.3676543671029635,-1.1723440969013408,-1.34486062764178,-1.3431506039740606,-1.3348330923720935,-0.7662825661718753,-0.826107966891731,-0.7490135076945283,-0.8468152221935237,0.0,0.0,0.0,-3.4985846349013356,-0.15589488109520191,-0.1619843672711109,-0.8357716912445144,-2.0083127223266044,-2.0555354528409455,651.953495,0.0,-0.8020712040970301,-1.3443680985450586,-0.8161266607080917,-0.28775377655209405,657.681,656.427,657.91599,1.1060537571124363,-0.8469267096652457,0.0049128015989315975,1.4209564910545467
2017-01-12,622.37299,636.588,640.38199,617.048,-14.215010000000008,-1.1762014469872746,-1.3549402172235474,-1.3645051539453812,-1.3676543671029635,-1.1744692277599675,-1.34486062764178,-1.3431506039740606,-1.3348330923720935,-0.7662825661718753,-0.826107966891731,-0.7314116679641082,-0.8468152221935237,0.0,0.0,0.0,-3.4985846349013356,-0.15589488109520191,-0.1619843672711109,-0.8357716912445144,-2.0083127223266044,-2.0555354528409455,640.983,0.0,-0.5733468241496404,-1.3443680985450586,-0.8161266607080917,-0.28775377655209405,636.588,657.681,656.427,0.9106679583731442,-1.056303572251281,0.0049128015989315975,1.4209564910545467
2017-01-13,602.227,622.37299,628.068,601.741,-20.145989999999983,-1.179089208732535,-1.3549402172235474,-1.3645051539453812,-1.3676543671029635,-1.1775738966452356,-1.34486062764178,-1.3431506039740606,-1.3348330923720935,-0.7662825661718753,-0.826107966891731,-0.7067143714761658,-0.8468152221935237,0.0,0.0,0.0,-3.4985846349013356,-0.15589488109520191,-0.1619843672711109,-0.8357716912445144,-2.0083127223266044,-2.0555354528409455,633.3295,0.0,-0.8091008133023894,-1.3443680985450586,-0.8161266607080917,-0.28775377655209405,622.37299,636.588,657.681,0.6779056644281182,-1.2213305270985302,0.0049128015989315975,1.4209564910545467
2017-01-14,556.926,602.227,609.707,485.59125,-45.30099999999993,-1.1843090260248053,-1.3549402172235474,-1.3645051539453812,-1.3676543671029635,-1.183200687746349,-1.34486062764178,-1.3431506039740606,-1.3348330923720935,-0.7662825661718753,-0.826107966891731,-0.6565774338426708,-0.8468152221935237,0.0,0.0,0.0,-3.4985846349013356,-0.15589488109520191,-0.1619843672711109,-0.8357716912445144,-2.0083127223266044,-2.0555354528409455,573.948625,0.0,-1.8436774136237601,-1.1704338614259897,-0.7443681704459902,-0.28775377655209405,602.227,622.37299,636.588,0.4172961909398764,-1.3352513512857032,0.0049128015989315975,1.4209564910545467
2017-01-15,579.52374,556.926,584.28,550.404,22.59773999999993,-1.1867004478516001,-1.3549402172235474,-1.3645051539453812,-1.3676543671029635,-1.1863996434399464,-1.34486062764178,-1.3431506039740606,-1.3348330923720935,-0.7662825661718753,-0.826107966891731,-0.6534790480719854,-0.8468152221935237,0.0,0.0,0.0,-1.9207459499603525,-0.15589488109520191,-0.1619843672711109,-0.7789584824768196,-2.0083127223266044,-2.0555354528409455,573.050625,0.0,0.8508869630741381,-1.1720474117997506,-0.7356121189298843,-0.9863753982433214,556.926,602.227,622.37299,0.13950892037334017,-1.3934021128854488,0.0049128015989315975,1.4209564910545467
2017-01-16,571.33875,579.52374,583.65125,561.745,-8.18498999999997,-1.1890458105746147,-1.3549402172235474,-1.3645051539453812,-1.3676543671029635,-1.1893962150281003,-1.34486062764178,-1.3431506039740606,-1.3348330923720935,-0.7662825661718753,-0.826107966891731,-0.658239680827028,-0.8468152221935237,0.0,0.0,0.0,-2.001257200057013,-0.15589488109520191,-0.1619843672711109,-0.7790948006140352,-2.0083127223266044,-2.0555354528409455,573.050625,0.0,-0.3824339837881576,-1.1739101717506972,-0.7287383848542008,-1.08858360360222,579.52374,556.926,602.227,-0.14408350377587806,-1.3934021128854488,0.0049128015989315975,1.4209564910545467
2017-01-17,575.87375,571.33875,580.3425,568.54875,4.534999999999968,-1.190499102681899,-1.3549402172235474,-1.3645051539453812,-1.3676543671029635,-1.19127201901225,-1.34486062764178,-1.3431506039740606,-1.3348330923720935,-0.7662825661718753,-0.826107966891731,-0.6828103584173913,-0.8468152221935237,0.0,0.0,0.0,-1.85543635482676,-0.15589488109520191,-0.1619843672711109,-0.7810317728835308,-2.0083127223266044,-2.0555354528409455,572.611125,0.0,0.12302380688828013,-1.1754530242610686,-0.7243711247265553,-0.9632111754896182,571.33875,579.52374,556.926,-0.42187077434241427,-1.3352513512857034,0.0049128015989315975,1.4209564910545467
2017-01-18,589.51625,575.87375,593.37125,568.57,13.64250000000004,-1.1906693538708693,-1.3549402172235474,-1.3645051539453812,-1.3676543671029635,-1.1914469594165877,-1.34486062764178,-1.3431506039740606,-1.3348330923720935,-0.7662825661718753,-0.826107966891731,-0.7065682907287428,-0.8468152221935237,0.0,0.0,0.0,-1.4370331952015716,-0.15589488109520191,-0.1619843672711109,-0.7805017212363463,-0.21030581009176208,-0.3173153110274028,572.437125,0.0,0.47721705846114315,-1.1767355667519226,-0.7245642906466233,-0.849102495196821,575.87375,571.33875,579.52374,-0.6824802478306562,-1.2213305270985302,0.0049128015989315975,1.4209564910545467
2017-01-19,590.66125,589.51625,598.40125,585.45375,1.1449999999999818,-1.1907198513528843,-1.3549402172235474,-1.3645051539453812,-1.3676543671029635,-1.1910934591175306,-1.34486062764178,-1.3431506039740606,-1.3348330923720935,-0.7662825661718753,-0.826107966891731,-0.7280248443905778,-0.8468152221935237,0.0,0.0,0.0,-1.4027899532212322,-0.15589488109520191,-0.1619843672711109,-0.7821316489872788,-0.06599541189861384,-0.19241353346698534,572.437125,0.0,-0.013233734781653643,-1.178100110038682,-0.7274975400054412,-0.8801258768425746,589.51625,575.87375,571.33875,-0.915242541775682,-1.0563035722512812,0.0049128015989315975,1.4209564910545467
2017-01-20,587.715,590.66125,594.3025,585.82,-2.946249999999964,-1.1909563477986675,-1.1834969929276138,-1.3645051539453812,-1.3676543671029635,-1.190633593036596,-1.1805571226721137,-1.3431506039740606,-1.3348330923720935,-0.7592479691754346,-0.826107966891731,-0.7366275919783224,-0.8468152221935237,699.424132166395,624.8349355000001,550.2457388336053,-1.447321097728661,-0.15589488109520191,-0.1619843672711109,-0.7844445003187175,0.027073960065177004,-0.0857380341487552,562.98662,0.0,-0.17176352086536542,-1.1794275607175386,-0.7308134947136496,-0.8682951899718148,590.66125,589.51625,575.87375,-1.1106283405149746,-0.8469267096652454,0.0049128015989315975,1.4209564910545467
2017-01-21,586.23875,587.715,590.6925,584.09124,-1.47625000000005,-1.1912332424740215,-1.1845055723614537,-1.3645051539453812,-1.3676543671029635,-1.19013364549562,-1.1815522239006133,-1.3431506039740606,-1.3348330923720935,-0.7592682717805082,-0.826107966891731,-0.7513346951317015,-0.8468152221935237,695.2290773591776,620.9951730000001,546.7612686408227,-1.4705731098372916,-0.15589488109520191,-0.1619843672711109,-0.7869289371289528,0.02228867614561408,-0.006412038418695726,556.829625,0.0,-0.11499435715354729,-1.1806948679474176,-0.734707040238763,-0.8458942729969664,587.715,590.66125,589.51625,-1.26063852649129,-0.6017718526954334,0.0049128015989315975,1.4209564910545467
2017-01-22,595.81625,586.23875,600.85625,585.30625,9.577499999999986,-1.190795240172436,-1.1851678213727115,-1.3645051539453812,-1.3676543671029635,-1.1892717609075514,-1.1822013962704996,-1.3431506039740606,-1.3348330923720935,-0.7592578592983242,-0.826107966891731,-0.7475713296307377,-0.8468152221935237,689.1522500122456,617.3986355000002,545.6450209877547,-1.1473400601490105,-0.15589488109520191,-0.1619843672711109,-0.7876338652544167,0.06716405381428986,0.039001794812839205,547.649125,0.0,0.31257244125474476,-1.1818947331937653,-0.7429215145607263,-0.811302766774905,586.23875,587.715,590.66125,-1.3591316650653096,-0.33087566999066126,0.0049128015989315975,1.4209564910545467
2017-01-23,582.9625,595.81625,598.4775,582.95,-12.853749999999993,-1.1913332822503715,-1.186102887887535,-1.3645051539453812,-1.3676543671029635,-1.1894293000154403,-1.183089241540619,-1.3431506039740606,-1.3348330923720935,-0.7593031639238551,-0.826107966891731,-0.7549394943606892,-0.8468152221935237,684.7465994469719,613.7605105000001,542.7744215530283,-1.3728126722130807,-0.15589488109520191,-0.1619843672711109,-0.7882924694352645,0.040259255460544416,0.043498619751178406,575.630125,0.0,-0.5556770576772628,-1.1833141835874432,-0.7528639235385417,-0.9085214274666582,595.81625,586.23875,587.715,-1.402075435571361,-0.04532868309981225,0.0049128015989315975,1.4209564910545467
2017-01-24,585.87375,582.9625,590.59875,582.86249,2.9112499999999955,-1.1915405500220093,-1.1868728248768812,-1.3645051539453812,-1.3676543671029635,-1.1895028534396899,-1.1838082283853788,-1.3431506039740606,-1.3348330923720935,-0.7593374194536314,-0.826107966891731,-0.7618144864157032,-0.8468152221935237,679.4726426280736,610.2594480000001,541.0462533719267,-1.274379323602557,-0.15589488109520191,-0.1619843672711109,-0.7902988578404937,0.04253242576947997,0.05040271976748046,581.3006250000001,0.0,0.056224015085092865,-1.184701613288611,-0.768890719879227,-0.8933609146264768,582.9625,595.81625,586.23875,-1.3877117149992475,0.2431787807834558,0.0049128015989315975,1.4209564910545467
2017-01-25,582.65,585.87375,590.08875,581.3125,-3.2237499999999955,-1.1919133320255737,-1.1876536762253536,-1.3645051539453812,-1.3676543671029635,-1.1898888110638046,-1.184520065455988,-1.3431506039740606,-1.3348330923720935,-0.7593850207774281,-0.826107966891731,-0.7603045377359839,-0.8468152221935237,672.3609865505667,606.3277480000002,540.2945094494336,-1.3333929154756383,-0.15589488109520191,-0.1619843672711109,-0.7919757484931407,0.03523776179980965,0.039514306439261425,584.7025000000001,0.0,-0.18357457119043458,-1.1857437808026376,-0.7807250965236108,-0.7577283661450411,585.87375,582.9625,595.81625,-1.3166285557568567,0.5228351921895743,0.0049128015989315975,1.4209564910545467
2017-01-26,572.9625,582.65,584.6775,564.79625,-9.6875,-1.192846007556932,-1.1886133104912953,-1.3645051539453812,-1.3676543671029635,-1.1908594188845505,-1.185380300705764,-1.3431506039740606,-1.3348330923720935,-0.7594643096431439,-0.826107966891731,-0.753236393108969,-0.8468152221935237,665.4920211977914,602.1549730000002,538.817924802209,-1.5046044636384186,-0.15589488109520191,-0.1619843672711109,-0.7915447877060261,0.09617834226295345,0.05858542593428544,582.8262500000001,580.221625,-0.44049423014687206,-1.1866984696589196,-0.7895738303575669,-0.7281123033393037,582.65,585.87375,582.9625,-1.191736110735489,0.7821913847773435,0.0049128015989315975,1.4209564910545467
2017-01-27,568.60749,572.9625,575.4025,561.2025,-4.355009999999993,-1.1938391099990828,-1.1895953543239162,-1.3645051539453812,-1.3676543671029635,-1.1919526843667962,-1.1862452344061776,-1.3431506039740606,-1.3348330923720935,-0.7595486564170448,-0.826107966891731,-0.746421842620441,-0.8468152221935237,658.6066740784024,597.9938980000002,537.3811219215979,-1.5781242398750874,-0.15589488109520191,-0.1619843672711109,-0.7921616960795892,0.20212223397299137,0.11301328726885243,581.0293750000001,576.894125,-0.2318178213998242,-1.1873480517932125,-0.7916738836789738,-0.5974023922566465,572.9625,582.65,585.87375,-1.0181474913085582,1.0106292855491616,0.0049128015989315975,1.4209564910545467
2017-01-28,576.54125,568.60749,581.51125,566.45375,7.933760000000007,-1.194049077309435,-1.1902765484626932,-1.3645051539453812,-1.3676543671029635,-1.1923299003810797,-1.1867983345662794,-1.3431506039740606,-1.3348330923720935,-0.7595884246904515,-0.826107966891731,-0.7463786869037317,-0.8468152221935237,648.5292079209049,593.9251610000002,539.3211140790955,-1.2737519497032748,-0.15589488109520191,-0.1619843672711109,-0.7925810255614814,0.0759506042033154,0.12689834024196175,581.0293750000001,576.824625,0.25892919370920175,-1.186969054123119,-0.7972422882752824,-0.09239436412978456,568.60749,572.9625,582.65,-0.8029694359511999,1.1987966200071167,0.0049128015989315975,1.4209564910545467
2017-01-29,573.37249,576.54125,579.29375,569.47875,-3.16876000000002,-1.1944201767808993,-1.1909756716848885,-1.3645051539453812,-1.3676543671029635,-1.1928268722099984,-1.187328231184199,-1.3431506039740606,-1.3348330923720935,-0.7596322519462297,-0.826107966891731,-0.7547139482544352,-0.8468152221935237,636.8448043080109,589.7724355000003,542.7000666919896,-1.3364851514912885,-0.15589488109520191,-0.1619843672711109,-0.7939089419300938,-0.2787207499207352,-0.0009604248854962547,581.0293750000001,575.254625,-0.18342964401193773,-1.187087906007146,-0.7965329104788021,-0.34662866980339735,576.54125,568.60749,572.9625,-0.5550113595320919,1.3389897953697771,0.0049128015989315975,1.4209564910545467
2017-01-30,574.01625,573.37249,577.16375,572.34375,0.643760000000043,-1.1946551018910156,-1.1915913892750436,-1.3645051539453812,-1.3676543671029635,-1.193065315096263,-1.187734463026657,-1.3431506039740606,-1.3348330923720935,-0.7596596353406119,-0.826107966891731,-0.7559029891201516,-0.7852959560953753,621.2703814316629,585.5891980000002,549.9080145683375,-1.3103019483262683,-0.15589488109520191,-0.1619843672711109,-0.7960362374142855,-0.6790049930349432,-0.3014675253673934,581.0293750000001,575.254625,-0.031922598212333064,-1.1870361724701441,-0.797055288360685,-0.2617597364101664,573.37249,576.54125,568.60749,-0.28442469483366956,1.4254692865657967,0.0049128015989315975,1.4209564910545467
2017-01-31,574.08,574.01625,576.89125,572.54375,0.0637500000000272,-1.1948269979764463,-1.192146801206277,-1.3645051539453812,-1.3676543671029635,-1.1932136568364873,-1.1880311974557327,-1.3431506039740606,-1.3348330923720935,-0.759678497701134,-0.826107966891731,-0.7613859088473941,-0.7866408561039099,609.6739269426897,582.4637980000002,555.2536690573107,-1.3075285718941847,-0.15589488109520191,-0.1619843672711109,-0.7980961725722966,-0.9028250023545367,-0.6352774571611158,579.8399999999999,573.948625,-0.055015475933800614,-1.1870708305586584,-0.7967931814138812,-0.30503094699012284,574.01625,573.37249,576.54125,-0.0022872917012694517,1.4546946130647016,0.0049128015989315975,1.4209564910545467
2017-02-01,582.35375,574.08,583.855,573.73749,8.27374999999995,-1.1943981398752466,-1.1924331105763393,-1.3645051539453812,-1.3676543671029635,-1.1926932787587219,-1.1880340347542526,-1.3431506039740606,-1.3348330923720935,-0.7596563248482094,-0.826107966891731,-0.7616787460234388,-0.7892062029296693,600.608044419615,580.4628360000003,560.3176275803855,-0.9525715030653557,-0.15589488109520191,-0.1619843672711109,-0.7989759929911414,-0.6405865590315939,-0.7586912409216086,575.900625,573.050625,0.2692711738692219,-1.187209221392935,-0.7975478904491753,-0.3551455430044941,574.08,574.01625,573.37249,0.279850111431131,1.4254692865657967,0.7120281159641171,1.2314835334168353
2017-02-02,580.6675,582.35375,584.9475,580.02125,-1.6862499999999727,-1.1941901759251137,-1.1927362167695734,-1.3645051539453812,-1.3676543671029635,-1.1922832907728447,-1.188028758030784,-1.3431506039740606,-1.3348330923720935,-0.7596385379441084,-0.826107966891731,-0.7601155086885668,-0.7910486502153355,596.8906860994963,579.3848610000002,561.8790359005042,-0.9984930515129075,-0.15589488109520191,-0.1619843672711109,-0.8007223348417205,-0.4463806852286177,-0.679355074590821,575.645625,573.050625,-0.12378246380869934,-1.187402316457515,-0.7987388618114799,-0.3816024173162626,582.35375,574.08,574.01625,0.5504367761295533,1.3389897953697771,0.7120281159641171,1.2314835334168353
2017-02-03,586.5075,580.6675,587.18375,579.4525,5.840000000000032,-1.1936404956151572,-1.1928578472602331,-1.3645051539453812,-1.3676543671029635,-1.1915550589200645,-1.1878451194994826,-1.3431506039740606,-1.3348330923720935,-0.7595995241771775,-0.826107966891731,-0.7589191689927521,-0.7934397951973058,595.2503730423474,580.8639360000002,566.477498957653,-0.7506245555406906,-0.19967497876082257,-0.22705863844698063,-0.801841772633578,-0.08351753970161317,-0.3999315107076984,574.193125,572.611125,0.17101016233875646,-1.1874256472683198,-0.7989435200536408,-0.29914993162622977,580.6675,582.35375,574.08,0.7983948525486616,1.1987966200071167,0.7120281159641171,1.2314835334168353
2017-02-04,578.98749,586.5075,587.71875,578.52374,-7.52001000000007,-1.19373520168221,-1.1931644036618614,-1.3645051539453812,-1.3676543671029635,-1.1915035097449285,-1.187893498729078,-1.3431506039740606,-1.3348330923720935,-0.7595993730598938,-0.826107966891731,-0.7590809126382662,-0.7966389440067454,595.2354456240269,580.8371235000002,566.4388013759735,-0.971508944355922,-0.19663493791573688,-0.22265525201327432,-0.8026192008290802,-0.18180695368364783,-0.2434654241568411,574.4606249999999,572.437125,-0.35229100376326355,-1.1875657530862544,-0.7994326616228851,-0.35636212133128997,586.5075,580.6675,582.35375,1.0135729079060203,1.0106292855491619,0.7120281159641171,1.2314835334168353
2017-02-05,575.5825,578.98749,581.37625,574.33124,-3.404989999999998,-1.1940357808182318,-1.1935307419953056,-1.3645051539453812,-1.3676543671029635,-1.1917040727376158,-1.1880289753890745,-1.3431506039740606,-1.3348330923720935,-0.7596137333920523,-0.826107966891731,-0.7601045105788691,-0.7997731524382922,594.999579084996,581.0493110000001,567.0990429150042,-1.06682316108757,-0.1944438136476995,-0.21866939191474485,-0.8037260023655651,-0.3034861158553824,-0.1947314486300882,577.0862500000001,572.437125,-0.19226833996925624,-1.1879567011550913,-0.8033853522628464,-0.4761195624982569,578.98749,586.5075,580.6675,1.187161527332951,0.7821913847773435,0.7120281159641171,1.2314835334168353
2017-02-06,576.0625,575.5825,577.49625,574.095,0.4800000000000182,-1.1942288556622462,-1.1938496478037082,-1.3645051539453812,-1.3676543671029635,-1.1918936040117043,-1.188157547207458,-1.3431506039740606,-1.3348330923720935,-0.7596273134362834,-0.826107966891731,-0.7610562451742897,-0.8030002146738338,594.9952471217726,581.0587485000001,567.1222498782275,-1.0440451340186134,-0.19219548899032282,-0.21500546209829843,-0.8054060710823606,-0.45706286500031623,-0.32212851362064643,578.59875,562.98662,-0.038512825493713196,-1.1880900200739757,-0.8037439439262637,-0.3534055493445933,575.5825,578.98749,586.5075,1.3120539723543185,0.5228351921895743,0.7120281159641171,1.2314835334168353
2017-02-07,576.3425,576.0625,579.635,575.73875,0.2799999999999727,-1.1943547854155894,-1.1941308647870532,-1.3645051539453812,-1.3676543671029635,-1.1920839626718829,-1.1882791432827038,-1.3431506039740606,-1.3348330923720935,-0.7596406196544493,-0.826107966891731,-0.7622318347155876,-0.8078473155021286,593.9142480122669,580.400061,566.8858739877332,-1.0298680345983722,-0.18996644105489066,-0.2116031511427374,-0.8068775174752062,-0.3695107610647909,-0.38614461161033187,580.03125,556.829625,-0.04645310707009259,-1.1882741789066738,-0.8050285503790381,-0.37799060175401505,576.0625,575.5825,578.98749,1.3831371315967094,0.24317878078345584,0.7120281159641171,1.2314835334168353
2017-02-08,569.78875,576.3425,576.3425,567.45,-6.553749999999923,-1.194891057992196,-1.1945565590641642,-1.3645051539453812,-1.3676543671029635,-1.1927361106899474,-1.1885527280547556,-1.3431506039740606,-1.3348330923720935,-0.7596800694876269,-0.826107966891731,-0.7585710198624119,-0.8134776450648044,592.7630844375658,579.3564360000001,565.9497875624345,-1.2333605700444386,-0.18909236690190304,-0.20869654413267033,-0.8073494064881586,-0.44126180797671155,-0.4331328018366845,577.584375,547.649125,-0.31875839941654904,-1.1885226786089202,-0.8048456122280728,-0.41019098395992604,576.3425,576.0625,575.5825,1.3975008521688228,-0.045328683099812216,0.7120281159641171,1.2314835334168353
2017-02-09,575.49749,569.78875,576.36375,569.36875,5.708739999999921,-1.19490840405442,-1.1947925326147082,-1.3645051539453812,-1.3676543671029635,-1.192884381250986,-1.188652220837671,-1.3431506039740606,-1.3348330923720935,-0.7596905987789232,-0.826107966891731,-0.7589700489232567,-0.8216809184472607,591.6781055411132,578.7455605000001,565.8130154588871,-0.934255182919478,-0.18693115851969114,-0.2059144310715362,-0.8081272892362047,-0.4023630776443913,-0.41447752256319836,577.584375,575.630125,0.17014308692148525,-1.1884736985906328,-0.8050381181789051,-0.26321301487464915,569.78875,576.3425,576.0625,1.3545570816627717,-0.33087566999066115,0.7120281159641171,1.2314835334168353
