Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD),Closing_Price_Diff,log_return,SMA_7,SMA_20,SMA_50,SMA_100,EMA_7,EMA_20,EMA_50,EMA_100,7_day_volatility,30_day_volatility,RSI,MACD,MACD_signal,ATR,Stoch_k,Stoch_d,BB_upper,BB_middle,BB_lower,Ichimoku_Span_A,Ichimoku_Span_B,SMA7_SMA20,EMA20_EMA50,14_day_rolling_mean,14_day_rolling_std,lag_1,lag_2,lag_3,day_sin,day_cos,month_sin,month_cos
2017-01-11,636.588,657.681,659.283,635.84899,-21.093000000000075,-0.8473208361490842,-0.7616934694519678,-0.8205560629556355,-0.840701056815738,-0.9106318988326834,-0.7628903057269614,-0.8230452444938148,-0.8498886471727009,-0.9109609638106643,-0.63924536729892,-0.7175078329769046,-3.6201086960211457,-0.2816710499259392,-0.3022651524262068,-0.7083968701804959,-2.0891982274628744,-2.1429802587437163,0.0,0.0,0.0,651.953495,0.0,-0.36208181129780004,-0.36041742669564086,-0.8176131955319175,-0.682621391812702,657.681,656.427,657.91599,1.1057101296940366,-0.8462828244939898,-0.030225172593025526,1.4543619082197508
2017-01-12,622.37299,636.588,640.38199,617.048,-14.215010000000007,-0.6046465739611142,-0.7621466554984769,-0.8205560629556355,-0.840701056815738,-0.9106318988326834,-0.763507980288885,-0.8230452444938148,-0.8498886471727009,-0.9109609638106643,-0.6307373396141742,-0.7175078329769046,-3.6201086960211457,-0.2816710499259392,-0.3022651524262068,-0.7083968701804959,-2.0891982274628744,-2.1429802587437163,0.0,0.0,0.0,640.983,0.0,-0.36208181129780004,-0.36041742669564086,-0.8176131955319175,-0.682621391812702,636.588,657.681,656.427,0.9103979314289811,-1.0557473336627619,-0.030225172593025526,1.4543619082197508
2017-01-13,602.227,622.37299,628.068,601.741,-20.145989999999983,-0.8547791806761201,-0.7627778034703844,-0.8205560629556355,-0.840701056815738,-0.9106318988326834,-0.7643825662535403,-0.8230452444938148,-0.8498886471727009,-0.9109609638106643,-0.6187996509704898,-0.7175078329769046,-3.6201086960211457,-0.2816710499259392,-0.3022651524262068,-0.7083968701804959,-2.0891982274628744,-2.1429802587437163,0.0,0.0,0.0,633.3295,0.0,-0.36208181129780004,-0.36041742669564086,-0.8176131955319175,-0.682621391812702,622.37299,636.588,657.681,0.6777233174245101,-1.220843369918879,-0.030225172593025526,1.4543619082197508
2017-01-14,556.926,602.227,609.707,485.59125,-45.30099999999993,-1.9524545278239658,-0.7638831130174765,-0.8205560629556355,-0.840701056815738,-0.9106318988326834,-0.7659634373033688,-0.8230452444938148,-0.8498886471727009,-0.9109609638106643,-0.5945654538668232,-0.7175078329769046,-3.6201086960211457,-0.2816710499259392,-0.3022651524262068,-0.7083968701804959,-2.0891982274628744,-2.1429802587437163,0.0,0.0,0.0,573.948625,0.0,-0.36208181129780004,-0.36041742669564086,-0.7644484473715007,-0.6480495550844942,602.227,622.37299,636.588,0.41721201371607347,-1.3348118821400556,-0.030225172593025526,1.4543619082197508
2017-01-15,579.52374,556.926,584.28,550.404,22.59773999999993,0.906451121777345,-0.7647961264256212,-0.8205560629556355,-0.840701056815738,-0.9106318988326834,-0.7666877020280185,-0.8230452444938148,-0.8498886471727009,-0.9109609638106643,-0.5930678176924946,-0.7175078329769046,-1.9894579045004328,-0.2816710499259392,-0.3022651524262068,-0.6819562115607672,-2.0891982274628744,-2.1429802587437163,0.0,0.0,0.0,573.050625,0.0,-0.36208181129780004,-0.36041742669564086,-0.7649416452644862,-0.6438310607670564,556.926,602.227,622.37299,0.13952938368627277,-1.392986986045225,-0.030225172593025526,1.4543619082197508
2017-01-16,571.33875,579.52374,583.65125,561.745,-8.18498999999997,-0.40208997423357723,-0.7657871263411175,-0.8205560629556355,-0.840701056815738,-0.9106318988326834,-0.7673980173173394,-0.8230452444938148,-0.8498886471727009,-0.9109609638106643,-0.5953689177989119,-0.7175078329769046,-2.072663960321882,-0.2816710499259392,-0.3022651524262068,-0.6820196535209728,-2.0891982274628744,-2.1429802587437163,0.0,0.0,0.0,573.050625,0.0,-0.36208181129780004,-0.36041742669564086,-0.7655110165700766,-0.6405194301668353,579.52374,556.926,602.227,-0.14395621316514817,-1.392986986045225,-0.030225172593025526,1.4543619082197508
2017-01-17,575.87375,571.33875,580.3425,568.54875,4.534999999999968,0.13419564799777378,-0.7667399133338808,-0.8205560629556355,-0.840701056815738,-0.9106318988326834,-0.7678381605811183,-0.8230452444938148,-0.8498886471727009,-0.9109609638106643,-0.6072454039147632,-0.7175078329769046,-1.9219623208169379,-0.2816710499259392,-0.3022651524262068,-0.6829211132984522,-2.0891982274628744,-2.1429802587437163,0.0,0.0,0.0,572.611125,0.0,-0.36208181129780004,-0.36041742669564086,-0.7659826049503816,-0.6384153696782284,571.33875,579.52374,556.926,-0.4216388431949488,-1.3348118821400556,-0.030225172593025526,1.4543619082197508
2017-01-18,589.51625,575.87375,593.37125,568.57,13.642500000000041,0.5099911185863188,-0.7672881453197574,-0.8205560629556355,-0.840701056815738,-0.9106318988326834,-0.7678897227643849,-0.8230452444938148,-0.8498886471727009,-0.9109609638106643,-0.6187290413602266,-0.7175078329769046,-1.48955471798072,-0.2816710499259392,-0.3022651524262068,-0.6826744292093466,-0.2221178897448676,-0.3340398719059466,0.0,0.0,0.0,572.437125,0.0,-0.36208181129780004,-0.36041742669564086,-0.7663746269562884,-0.6385084332394273,575.87375,571.33875,579.52374,-0.6821501469033856,-1.2208433699188792,-0.030225172593025526,1.4543619082197508
2017-01-19,590.66125,589.51625,598.40125,585.45375,1.1449999999999818,-0.010372230598742668,-0.7676574834088618,-0.8205560629556355,-0.840701056815738,-0.9106318988326834,-0.7679050164045522,-0.8230452444938148,-0.8498886471727009,-0.9109609638106643,-0.629100284103599,-0.7175078329769046,-1.4541653146327067,-0.2816710499259392,-0.3022651524262068,-0.6834329915960169,-0.07226356762783939,-0.2040564110186875,0.0,0.0,0.0,572.437125,0.0,-0.36208181129780004,-0.36041742669564086,-0.7667917133298291,-0.6399216153945392,589.51625,575.87375,571.33875,-0.9148247609078565,-1.0557473336627619,-0.030225172593025526,1.4543619082197508
2017-01-20,587.715,590.66125,594.3025,585.82,-2.9462499999999636,-0.17857073607301882,-0.7678265007617123,-0.7682011333511872,-0.840701056815738,-0.9106318988326834,-0.7679766415905678,-0.7705240129477836,-0.8498886471727009,-0.9109609638106643,-0.633258509366548,-0.7175078329769046,-1.5001869686404343,-0.2816710499259392,-0.3022651524262068,-0.6845093841078852,0.024381219027275053,-0.09304077245779731,699.424132166395,624.8349355000001,550.2457388336053,562.98662,0.0,-0.36154448148312585,-0.36041742669564086,-0.7671974619748672,-0.6415191774997562,590.66125,589.51625,575.87375,-1.1101369591729124,-0.8462828244939895,-0.030225172593025526,1.4543619082197508
2017-01-21,586.23875,587.715,590.6925,584.09124,-1.47625000000005,-0.11833922545765575,-0.7674851030625828,-0.7685228671147203,-0.840701056815738,-0.9106318988326834,-0.7680605017626023,-0.7708329889029129,-0.8498886471727009,-0.9109609638106643,-0.6403673367793502,-0.7175078329769046,-1.52421725279512,-0.2816710499259392,-0.3022651524262068,-0.685665631871153,0.019412100468376468,-0.010487363973811543,695.2290773591776,620.9951730000001,546.7612686408227,556.829625,0.0,-0.3615439198470786,-0.36041742669564086,-0.7675848271700946,-0.6433950115605955,587.715,590.66125,589.51625,-1.2600906373533727,-0.6010253440289673,-0.030225172593025526,1.4543619082197508
2017-01-22,595.81625,586.23875,600.85625,585.30625,9.577499999999986,0.3353048389121812,-0.76729534858963,-0.7688242210514709,-0.840701056815738,-0.9106318988326834,-0.7679278486217807,-0.7710358673415578,-0.8498886471727009,-0.9109609638106643,-0.638548275910691,-0.7175078329769046,-1.1901652148077488,-0.2816710499259392,-0.3022651524262068,-0.685993702830726,0.06601144039455734,0.03677415088122172,689.1522500122456,617.3986355000002,545.6450209877547,547.649125,0.0,-0.3615449000357714,-0.36041742669564086,-0.7679515780450523,-0.6473525845812887,586.23875,587.715,590.66125,-1.3585466742457202,-0.3300157623344631,-0.030225172593025526,1.4543619082197508
2017-01-23,582.9625,595.81625,598.4775,582.95,-12.853749999999991,-0.5858991297983875,-0.7671599699061131,-0.769129059605536,-0.840701056815738,-0.9106318988326834,-0.7680907997553112,-0.7713223227855549,-0.8498886471727009,-0.9109609638106643,-0.6421097530328724,-0.7175078329769046,-1.4231846589610466,-0.2816710499259392,-0.3022651524262068,-0.6863002147966762,0.03807304947140565,0.04145393110457943,684.7465994469719,613.7605105000001,542.7744215530283,575.630125,0.0,-0.3615465496200383,-0.36041742669564086,-0.7683854473278113,-0.652142642713931,595.81625,586.23875,587.715,-1.4014742681314891,-0.0443492435273238,-0.030225172593025526,1.4543619082197508
2017-01-24,585.87375,582.9625,590.59875,582.86249,2.9112499999999955,0.06332174205964351,-0.7670435026012271,-0.7694224136904537,-0.840701056815738,-0.9106318988326834,-0.7681535727608396,-0.7715581911849002,-0.8498886471727009,-0.9109609638106643,-0.6454328501427373,-0.7175078329769046,-1.321456631022761,-0.2816710499259392,-0.3022651524262068,-0.6872339805886801,0.04043354739786947,0.0486389274429752,679.4726426280736,610.2594480000001,541.0462533719267,581.3006250000001,0.0,-0.3615483076088824,-0.36041742669564086,-0.7688095291639963,-0.6598640396433063,582.9625,595.81625,586.23875,-1.3871159582732184,0.2442789915480956,-0.030225172593025526,1.4543619082197508
2017-01-25,582.65,585.87375,590.08875,581.3125,-3.2237499999999955,-0.19110214144379917,-0.7671234719644445,-0.769751850898636,-0.840701056815738,-0.9106318988326834,-0.7682664733173792,-0.7717974031726855,-0.8498886471727009,-0.9109609638106643,-0.6447030011402268,-0.7175078329769046,-1.382445476851395,-0.2816710499259392,-0.3022651524262068,-0.6880143993372594,0.03285864678132915,0.037307514266823605,672.3609865505667,606.3277480000002,540.2945094494336,584.7025000000001,0.0,-0.36155262844830655,-0.36041742669564086,-0.7691280781417128,-0.6655656107833255,585.87375,582.9625,595.81625,-1.316059575563535,0.5240524690354297,-0.030225172593025526,1.4543619082197508
2017-01-26,572.9625,582.65,584.6775,564.79625,-9.6875,-0.4636913105266023,-0.7673296045356796,-0.7701014877850648,-0.840701056815738,-0.9106318988326834,-0.7685489429257678,-0.7720913848898869,-0.8498886471727009,-0.9109609638106643,-0.641286541776465,-0.7175078329769046,-1.559387675818691,-0.2816710499259392,-0.3022651524262068,-0.6878138317703545,0.09614036098254614,0.05715455058108736,665.4920211977914,602.1549730000002,538.817924802209,582.8262500000001,580.221625,-0.36155853237214597,-0.36041742669564086,-0.7694198883882547,-0.6698287576282707,582.65,585.87375,582.9625,-1.1912141766593438,0.7835172298943593,-0.030225172593025526,1.4543619082197508
2017-01-27,568.60749,572.9625,575.4025,561.2025,-4.355009999999993,-0.24228774375172168,-0.7675521445549578,-0.7704501443282997,-0.840701056815738,-0.9106318988326834,-0.7688497133957678,-0.7723922317255273,-0.8498886471727009,-0.9109609638106643,-0.63799265971053,-0.7175078329769046,-1.6353682449712554,-0.2816710499259392,-0.3022651524262068,-0.6881009386607915,0.20615426346931345,0.11379683320622189,658.6066740784024,597.9938980000002,537.3811219215979,581.0293750000001,576.894125,-0.3615645736298161,-0.36041742669564086,-0.7696184396979404,-0.6708405222331699,572.9625,582.65,585.87375,-1.0176909468604942,1.012050756329505,-0.030225172593025526,1.4543619082197508
2017-01-28,576.54125,568.60749,581.51125,566.45375,7.933760000000007,0.27838989384827684,-0.767665088723871,-0.7707910638689837,-0.840701056815738,-0.9106318988326834,-0.7689133039821351,-0.772600913959762,-0.8498886471727009,-0.9109609638106643,-0.637971799957337,-0.7175078329769046,-1.3208082581851521,-0.2816710499259392,-0.3022651524262068,-0.6882960930609809,0.07513554072814681,0.12824680561894153,648.5292079209049,593.9251610000002,539.3211140790955,581.0293750000001,576.824625,-0.36156931539358916,-0.36041742669564086,-0.7695025952499602,-0.6735232706276392,568.60749,572.9625,582.65,-0.8025939475830648,1.2002968589170624,-0.030225172593025526,1.4543619082197508
2017-01-29,573.37249,576.54125,579.29375,569.47875,-3.1687600000000202,-0.19094837516789634,-0.7679264851477415,-0.7711390208074752,-0.840701056815738,-0.9106318988326834,-0.7690256949679103,-0.7728150887268485,-0.8498886471727009,-0.9109609638106643,-0.642000733035782,-0.7175078329769046,-1.3856412136238634,-0.2816710499259392,-0.3022651524262068,-0.6889141004599574,-0.29316110325624717,-0.004813949164944531,636.8448043080109,589.7724355000003,542.7000666919896,581.0293750000001,575.254625,-0.3615757082978009,-0.36041742669564086,-0.7695389235231476,-0.6731815062835322,576.54125,568.60749,572.9625,-0.5547292752502977,1.3405487200991195,-0.030225172593025526,1.4543619082197508
2017-01-30,574.01625,573.37249,577.16375,572.34375,0.643760000000043,-0.030200926364428216,-0.7680306797103752,-0.7714895343469527,-0.840701056815738,-0.9106318988326834,-0.7690968442600532,-0.7730037123732616,-0.8498886471727009,-0.9109609638106643,-0.6425754679929653,-0.6865501888049648,-1.3585816280191507,-0.2816710499259392,-0.3022651524262068,-0.6899041359622785,-0.708822931212144,-0.31754731217042914,621.2703814316629,585.5891980000002,549.9080145683375,581.0293750000001,575.254625,-0.36158041002764985,-0.36041742669564086,-0.7695231106474786,-0.6734331777272445,573.37249,576.54125,568.60749,-0.2842445386703589,1.4270644121999885,-0.030225172593025526,1.4543619082197508
2017-01-31,574.08,574.01625,576.89125,572.54375,0.06375000000002728,-0.05470223691183538,-0.7681680383380751,-0.7717514116647674,-0.840701056815738,-0.9106318988326834,-0.7691489046157747,-0.7731738615218413,-0.8498886471727009,-0.9109609638106643,-0.6452256928300882,-0.6872269676183633,-1.3557154234335205,-0.2816710499259392,-0.3022651524262068,-0.6908628222162878,-0.9412413583855165,-0.6649384467129257,609.6739269426897,582.4637980000002,555.2536690573107,579.8399999999999,573.948625,-0.3615845441587306,-0.36041742669564086,-0.7695337042406556,-0.6733068997281236,574.01625,573.37249,576.54125,-0.002213414739438214,1.4563019726198976,-0.030225172593025526,1.4543619082197508
2017-02-01,582.35375,574.08,583.855,573.73749,8.27374999999995,0.28936263057827827,-0.7681714886819824,-0.7719190723039205,-0.840701056815738,-0.9106318988326834,-0.7690190208825499,-0.7732615717289996,-0.8498886471727009,-0.9109609638106643,-0.6453672386479725,-0.688517898073918,-0.9888775262734242,-0.2816710499259392,-0.3022651524262068,-0.6912722874066182,-0.6689285891796026,-0.7933733741231537,600.608044419615,580.4628360000003,560.3176275803855,575.900625,573.050625,-0.3615862889406031,-0.36041742669564086,-0.7695760047904144,-0.6736705037762327,574.08,574.01625,573.37249,0.27981770919148286,1.4270644121999885,0.6776061339158698,1.2648504569504677
2017-02-02,580.6675,582.35375,584.9475,580.02125,-1.6862499999999727,-0.12766331805792316,-0.7680817506235678,-0.7720093958470419,-0.840701056815738,-0.9106318988326834,-0.768956037032778,-0.7733544276037257,-0.8498886471727009,-0.9109609638106643,-0.6446116320337427,-0.6894450519737096,-1.0363361226676797,-0.2816710499259392,-0.3022651524262068,-0.6920850284875403,-0.4672619737847884,-0.7108093812431108,596.8906860994963,579.3848610000002,561.8790359005042,575.645625,573.050625,-0.3615862616413933,-0.36041742669564086,-0.7696350262381146,-0.6742442904784777,582.35375,574.08,574.01625,0.5503024457714217,1.3405487200991195,0.6776061339158698,1.2648504569504677
2017-02-03,586.5075,580.6675,587.18375,579.4525,5.840000000000032,0.1851086875553083,-0.7678732740313545,-0.771885464128271,-0.840701056815738,-0.9106318988326834,-0.7687895611505747,-0.773391688820605,-0.8498886471727009,-0.9109609638106643,-0.6440333691130344,-0.6906483208065539,-0.7801711781725699,-0.3053098843552831,-0.33752276529619724,-0.6926060107228785,-0.09045883710836576,-0.4200173477237199,595.2503730423474,580.8639360000002,566.477498957653,574.193125,572.611125,-0.3615827896892922,-0.36041742669564086,-0.769642157534985,-0.6743428908156255,580.6675,582.35375,574.08,0.7981671181041889,1.2002968589170624,0.6776061339158698,1.2648504569504677
2017-02-04,578.98749,586.5075,587.71875,578.52374,-7.52001000000007,-0.3701085761886009,-0.7678447833333641,-0.7718877107480905,-0.840701056815738,-0.9106318988326834,-0.7688182437789625,-0.7734856016586187,-0.8498886471727009,-0.9109609638106643,-0.6441115495438837,-0.6922581922627202,-1.0084488258774735,-0.3036684302236754,-0.33513698530371755,-0.6929678229486704,-0.19252420237639037,-0.25718537016016635,595.2354456240269,580.8371235000002,566.4388013759735,574.4606249999999,572.437125,-0.3615825111406308,-0.36041742669564086,-0.7696849822867399,-0.6745785496541424,586.5075,580.6675,582.35375,1.0132641173816184,1.0120507563295051,0.6776061339158698,1.2648504569504677
2017-02-05,575.5825,578.98749,581.37625,574.33124,-3.404989999999998,-0.20032614250795613,-0.767819043942517,-0.7718699315539476,-0.840701056815738,-0.9106318988326834,-0.7689092770139808,-0.7735978285518892,-0.8498886471727009,-0.9109609638106643,-0.6446063159859192,-0.6938353845073372,-1.1069533209440598,-0.3024853441515096,-0.3329774234712371,-0.6934829243171858,-0.3188778719062065,-0.20646863157173306,594.999579084996,581.0493110000001,567.0990429150042,577.0862500000001,572.437125,-0.3615820561802723,-0.36041742669564086,-0.769804479494235,-0.676482878674203,578.98749,586.5075,580.6675,1.186787347180468,0.7835172298943593,0.6776061339158698,1.2648504569504677
2017-02-06,576.0625,575.5825,577.49625,574.095,0.4800000000000182,-0.03719309109792892,-0.7677952118202547,-0.7718691407856663,-0.840701056815738,-0.9106318988326834,-0.7689677515571042,-0.7736955246018398,-0.8498886471727009,-0.9109609638106643,-0.6450663465514955,-0.6954593025210731,-1.0834128866628057,-0.3012713730287162,-0.33099228530961317,-0.694264822125143,-0.47835452725607475,-0.33904890174716484,594.9952471217726,581.0587485000001,567.1222498782275,578.59875,562.98662,-0.3615817956961104,-0.36041742669564086,-0.7698452297620656,-0.6766556411221654,575.5825,578.98749,586.5075,1.311632746084659,0.5240524690354297,0.6776061339158698,1.2648504569504677
2017-02-07,576.3425,576.0625,579.635,575.73875,0.2799999999999727,-0.04561764983345077,-0.7677688610925243,-0.7719243322222114,-0.840701056815738,-0.9106318988326834,-0.7690058905742814,-0.7737816747682146,-0.8498886471727009,-0.9109609638106643,-0.6456345796746489,-0.6978984542246788,-1.0687612631402468,-0.30006781027097185,-0.3291488937453757,-0.6949496278700454,-0.38743896365533154,-0.4056695226200118,593.9142480122669,580.400061,566.8858739877332,580.03125,556.829625,-0.36158208379202317,-0.36041742669564086,-0.7699015197606541,-0.6772745393791257,576.0625,575.5825,578.98749,1.3826891287943426,0.24427899154809563,0.6776061339158698,1.2648504569504677
2017-02-08,569.78875,576.3425,576.3425,567.45,-6.553749999999923,-0.33453082089661224,-0.7679152022611134,-0.7720117775782632,-0.840701056815738,-0.9106318988326834,-0.769168305797594,-0.773912085216267,-0.8498886471727009,-0.9109609638106643,-0.6438650877012775,-0.7007317412618482,-1.2790649317982987,-0.29959585851016823,-0.3275740774182104,-0.6951692432828783,-0.4619464463509441,-0.45456944787124204,592.7630844375658,579.3564360000001,565.9497875624345,577.584375,547.649125,-0.36158452747877673,-0.36041742669564086,-0.7699774761928476,-0.6771864033569848,576.3425,576.0625,575.5825,1.3970474386526135,-0.04434924352732377,0.6776061339158698,1.2648504569504677
2017-02-09,575.49749,569.78875,576.36375,569.36875,5.708739999999921,0.1841887292754082,-0.7679754159742068,-0.7720629628465357,-0.840701056815738,-0.9106318988326834,-0.7691735592166433,-0.7739843751626194,-0.8498886471727009,-0.9109609638106643,-0.6440579624432751,-0.704859781703912,-0.9699481374653792,-0.2984289253638647,-0.32606671262568104,-0.6955312670557541,-0.42155335660725785,-0.435155170419401,591.6781055411132,578.7455605000001,565.8130154588871,577.584375,575.630125,-0.3615856869032602,-0.36041742669564086,-0.7699625049578551,-0.6772791489579176,569.78875,576.3425,576.0625,1.3541198447668443,-0.330015762334463,0.6776061339158698,1.2648504569504677
2017-02-10,572.94125,575.49749,575.68499,572.23375,-2.5562400000000025,-0.16527052955945912,-0.7681334184316978,-0.7721186727338084,-0.840701056815738,-0.9106318988326834,-0.7692296912213445,-0.7740702439468378,-0.8498886471727009,-0.9109609638106643,-0.6473006349600916,-0.7078503892446133,-1.0586039749288394,-0.29758917486365405,-0.3246827059609981,-0.6961626896205049,-0.6849137074265519,-0.5368301384618084,590.7689049368524,578.0806855000001,565.3924660631477,577.584375,581.0293750000001,-0.36158792143185947,-0.36041742669564086,-0.7699369104823895,-0.6777572737068789,575.49749,569.78875,576.3425,1.2556638078744968,-0.6010253440289676,0.6776061339158698,1.2648504569504677
