Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD),Closing_Price_Diff
2018-01-15,2812.71,2741.07125,2825.38,2732.19625,71.63875000000007
2018-01-16,3124.41125,2812.71,3168.555,2798.1175,311.7012500000001
2018-01-17,3255.71,3124.41125,3361.86625,3105.16875,131.29874999999993
2018-01-18,3275.6375,3255.71,3326.96625,3191.18625,19.92749999999978
2018-01-19,3475.7625,3275.6375,3477.81875,3259.405,200.125
2018-01-20,3417.185,3475.7625,3526.0375,3377.37,-58.57749999999987
2018-01-21,3365.41125,3417.185,3443.98875,3281.325,-51.773749999999836
2018-01-22,3452.8525,3365.41125,3475.335,3358.67125,87.44124999999985
2018-01-23,3706.43,3452.8525,3742.33125,3452.8525,253.57749999999987
2018-01-24,4105.015,3706.43,4163.5725,3702.83375,398.5850000000005
2018-01-25,4037.7575,4105.015,4226.4025,3891.005,-67.25750000000016
2018-01-26,4463.67625,4037.7575,4484.54749,4037.7575,425.9187500000003
2018-01-27,4119.9025,4463.67625,4471.34375,3893.72,-343.7737500000003
2018-01-28,4323.42125,4119.9025,4441.76124,3986.23375,203.51875000000018
2018-01-29,4312.685,4323.42125,4523.13,4226.5,-10.736249999999927
2018-01-30,4181.23875,4312.685,4408.79625,4041.05375,-131.44624999999996
2018-01-31,4140.38125,4181.23875,4236.06499,4034.53625,-40.85750000000007
2018-02-01,4111.94125,4140.38125,4219.21125,4102.06125,-28.44000000000051
2018-02-02,3912.27625,4111.94125,4143.63875,3885.6225,-199.66499999999996
2018-02-03,4163.79249,3912.27625,4198.76124,3688.27625,251.51623999999993
2018-02-04,4179.75625,4163.79249,4300.96875,4131.925,15.963760000000548
2018-02-05,4397.03125,4179.75625,4421.35999,4166.77375,217.27499999999964
2018-02-06,4360.9025,4397.03125,4497.29249,4321.22,-36.128749999999854
2018-02-07,4382.39625,4360.9025,4440.29125,4310.3125,21.493749999999636
2018-02-08,4341.46,4382.39625,4417.0225,4341.46,-40.936249999999745
2018-02-09,4443.6575,4341.46,4456.04625,4240.01124,102.19750000000022
2018-02-10,4665.64375,4443.6575,4704.41749,4401.15874,221.98624999999993
2018-02-11,4677.1425,4665.64375,4708.5525,4546.5375,11.498749999999745
2018-02-12,4784.17,4677.1425,4809.12125,4655.07,107.02750000000015
2018-02-13,4865.285,4784.17,5014.9075,4727.74374,81.11499999999978
2018-02-14,4673.56875,4865.285,4903.26124,4530.37125,-191.7162499999995
2018-02-15,4594.1825,4673.56875,4750.02875,4482.5225,-79.38625000000047
2018-02-16,4161.535,4594.1825,4595.5775,4038.49875,-432.64750000000004
2018-02-17,4518.57,4161.535,4530.58875,4112.97124,357.03499999999985
2018-02-18,4544.1025,4518.57,4667.46625,4518.57,25.532500000000255
2018-02-19,4629.6025,4544.1025,4692.97999,4507.6625,85.5
2018-02-20,4281.975,4629.6025,4699.73125,4152.6425,-347.6274999999996
2018-02-21,4195.21875,4281.975,4395.51624,4162.9725,-86.75625000000036
2018-02-22,4308.82625,4195.21875,4335.5075,3977.46125,113.60750000000007
2018-02-23,4296.76124,4308.82625,4311.79125,4109.475,-12.065010000000257
2018-02-24,3945.58375,4296.76124,4369.22,3945.58375,-351.17749000000003
2018-02-25,3818.0575,3945.58375,4054.3225,3767.36,-127.52624999999989
2018-02-26,3359.10875,3818.0575,3897.7925,3210.43875,-458.94875
2018-02-27,3773.68375,3359.10875,3807.57875,2952.1525,414.5750000000003
2018-02-28,3609.595,3773.68375,3875.62625,3552.75875,-164.08875000000035
2018-03-01,3765.6175,3609.595,3804.4125,3485.80125,156.02250000000004
2018-03-02,3977.3875,3765.6175,4081.4975,3754.3775,211.76999999999998
2018-03-03,3864.18625,3977.3875,4027.57,3848.35375,-113.20124999999962
2018-03-04,3828.685,3864.18625,4022.46,3814.225,-35.501250000000255
2018-03-05,3691.99125,3828.685,3891.98,3585.59125,-136.6937499999999
2018-03-06,3613.1625,3691.99125,3749.705,3520.07125,-78.82875000000013
2018-03-07,3773.8475,3613.1625,3811.5375,3613.1625,160.68499999999995
2018-03-08,3754.435,3773.8475,3776.7775,3628.52625,-19.41249999999991
2018-03-09,3921.99125,3754.435,3971.2575,3753.46875,167.5562500000001
2018-03-10,3940.515,3921.99125,3969.53625,3866.23125,18.523749999999836
2018-03-11,4221.28,3940.515,4229.085,3931.91125,280.7649999999999
2018-03-12,4063.20375,4221.28,4279.77625,4028.04125,-158.07624999999962
2018-03-13,4208.825,4063.20375,4228.43875,4036.7075,145.6212499999997
2018-03-14,4301.55125,4208.825,4367.805,4206.00375,92.72625000000062
2018-03-15,4415.1775,4301.55125,4432.32125,4262.34624,113.62624999999935
2018-03-16,4425.4725,4415.1775,4463.00625,4377.085,10.295000000000073
2018-03-17,4308.555,4425.4725,4427.06125,4247.29,-116.91749999999956
2018-03-18,4187.78374,4308.555,4346.28374,4180.41875,-120.77126000000044
2018-03-19,4326.23625,4187.78374,4356.89375,4151.7575,138.45251000000007
2018-03-20,4371.16875,4326.23625,4418.45125,4317.85999,44.93249999999989
2018-03-21,4447.17249,4371.16875,4462.66,4331.28374,76.0037400000001
2018-03-22,4625.34875,4447.17249,4626.22,4420.19375,178.17626000000018
2018-03-23,4790.30125,4625.34875,4871.04125,4555.0275,164.95250000000033
2018-03-24,4742.70875,4790.30125,4910.18124,4727.28,-47.592500000000655
2018-03-25,4859.60499,4742.70875,4883.695,4731.87875,116.89624000000003
2018-03-26,5729.5475,4859.60499,5857.09875,4844.695,869.9425099999999
2018-03-27,5667.97875,5729.5475,5814.26875,5433.3525,-61.568749999999454
2018-03-28,5780.07375,5667.97875,5845.77125,5571.04,112.09499999999935
2018-03-29,5608.01,5780.07375,5797.2425,5440.9825,-172.06374999999935
2018-03-30,5644.55375,5608.01,5790.795,5570.3075,36.54374999999982
2018-03-31,5496.03875,5644.55375,5686.35,5462.02625,-148.51500000000033
2018-04-01,5628.08625,5496.03875,5640.68625,5110.7,132.04750000000058
2018-04-02,5687.52625,5628.08625,5736.155,5545.70375,59.4399999999996
2018-04-03,6099.115,5687.52625,6113.18875,5612.1175,411.5887499999999
2018-04-04,5950.07875,6099.115,6184.9825,5887.65125,-149.0362500000001
2018-04-05,5970.795,5950.07875,6032.74625,5734.01875,20.7162500000004
2018-04-06,5650.005,5970.795,6051.20375,5565.77375,-320.78999999999996
2018-04-07,5551.85875,5650.005,5770.27,5375.5975,-98.14624999999978
2018-04-08,5777.87875,5551.85875,5785.57625,5431.75,226.01999999999953
2018-04-09,5924.70625,5777.87875,5996.92625,5696.33125,146.82750000000033
2018-04-10,5738.1025,5924.70625,5927.64,5692.7575,-186.60375000000022
2018-04-11,5742.7225,5738.1025,5807.9225,5668.34875,4.619999999999891
2018-04-12,6152.325,5742.7225,6307.5775,5734.85625,409.60249999999996
2018-04-13,6131.56375,6152.325,6219.48875,6027.68875,-20.761249999999563
2018-04-14,6425.515,6131.56375,6459.26625,6090.47375,293.9512500000001
2018-04-15,6880.365,6425.515,6923.9,6358.91,454.84999999999945
2018-04-16,7200.2375,6880.365,7356.35,6799.3975,319.8725000000004
2018-04-17,7211.46875,7200.2375,7455.03875,6995.8775,11.231249999999818
2018-04-18,7377.7425,7211.46875,7504.71875,7101.51125,166.2737500000003
2018-04-19,7232.93,7377.7425,7602.535,7203.47125,-144.8125
2018-04-20,7124.89375,7232.93,7424.05875,6933.42875,-108.03625000000011
2018-04-21,7357.50625,7124.89375,7378.9625,6979.5875,232.61250000000018
2018-04-22,7343.82375,7357.50625,7880.06,7096.42375,-13.6825000000008
2018-04-23,7251.77,7343.82375,7440.385,7059.35125,-92.05374999999913
2018-04-24,6774.695,7251.77,7306.295,6423.975,-477.0750000000007
2018-04-25,6076.30125,6774.695,6807.04375,6063.08625,-698.3937499999993
2018-04-26,5970.13,6076.30125,6467.46,5508.29,-106.17125000000033
2018-04-27,6667.27125,5970.13,6771.37,5950.5025,697.1412499999997
2018-04-28,6868.42625,6667.27125,6911.2475,6443.4,201.15500000000065
2018-04-29,7260.3,6868.42625,7337.80125,6799.9325,391.87374999999975
2018-04-30,7925.1825,7260.3,7999.39625,7173.755,664.8824999999997
2018-05-01,7599.2775,7925.1825,7985.68375,7461.11125,-325.90499999999975
2018-05-02,7788.45625,7599.2775,7849.94125,7547.33375,189.17875000000004
2018-05-03,7955.7675,7788.45625,8102.91,7679.375,167.31124999999975
2018-05-04,7880.06,7955.7675,8287.17375,7819.5025,-75.70749999999953
2018-05-05,8151.6325,7880.06,8363.3025,7829.535,271.5724999999993
2018-05-06,8209.75375,8151.6325,8295.495,8096.08125,58.121250000000146
2018-05-07,8095.445,8209.75375,8265.3875,7893.68,-114.30875000000015
2018-05-08,8191.87125,8095.445,8334.17375,8026.19625,96.42625000000044
2018-05-09,8852.305,8191.87125,8910.31,8191.87125,660.4337500000001
2018-05-10,9574.9675,8852.305,9683.10125,8835.3875,722.6625000000004
2018-05-11,9714.09625,9574.9675,9744.12375,9383.13125,139.12874999999985
2018-05-12,10296.6225,9714.09625,10359.30625,9691.33375,582.526249999999
2018-05-13,10543.6625,10296.6225,11378.33375,9291.29625,247.04000000000087
2018-05-14,9707.10375,10543.6625,10682.85125,9022.84874,-836.5587500000001
2018-05-15,10924.20125,9707.10375,11083.27,9422.45624,1217.0974999999999
2018-05-16,10974.54375,10924.20125,11157.145,10706.12999,50.342500000000655
2018-05-17,11383.20875,10974.54375,11832.5125,10496.5625,408.66499999999905
2018-05-18,11598.23125,11383.20875,11663.84375,10876.71375,215.02250000000095
2018-05-19,12231.365,11598.23125,12274.54,11474.50875,633.133749999999
2018-05-20,13735.52,12231.365,14098.04,12153.1075,1504.1550000000007
2018-05-21,16404.42125,13735.52,17154.94125,13732.82,2668.901249999999
2018-05-22,15733.1,16404.42125,16591.21375,13964.52875,-671.321249999999
2018-05-23,13153.52875,15733.1,15860.42375,13153.52875,-2579.571250000001
2018-05-24,16300.2975,13153.52875,16588.8425,13153.52875,3146.768750000001
2018-05-25,16375.8975,16300.2975,17383.63874,16032.4475,75.59999999999854
2018-05-26,16679.28749,16375.8975,17616.4725,16260.2775,303.38998999999967
2018-05-27,16247.13875,16679.28749,17336.73125,15800.8675,-432.1487399999987
2018-05-28,17222.65125,16247.13875,17584.2,16153.01375,975.5124999999989
2018-05-29,17437.5975,17222.65125,17873.555,17000.70375,214.94625000000087
2018-05-30,19167.97874,17437.5975,19522.7825,17437.5975,1730.3812399999988
2018-05-31,18641.2625,19167.97874,19784.20625,18095.19374,-526.7162399999979
2018-06-01,18985.7675,18641.2625,19228.0825,18330.145,344.505000000001
2018-06-02,16863.57125,18985.7675,18985.7675,15578.7425,-2122.196250000001
2018-06-03,16926.0175,16863.57125,17823.56625,15684.86125,62.44625000000087
2018-06-04,14183.46499,16926.0175,17302.21125,13078.93666,-2742.5525100000013
2018-06-05,14695.5825,14183.46499,14977.25625,10835.94375,512.11751
2018-06-06,14104.21875,14695.5825,15705.34625,13484.4575,-591.3637500000004
2018-06-07,13388.34875,14104.21875,14490.48375,12509.425,-715.8700000000008
2018-06-08,14653.3675,13388.34875,14671.675,13197.82625,1265.018750000001
2018-06-09,15847.07375,14653.3675,16080.32375,14554.87375,1193.7062499999993
2018-06-10,14363.40375,15847.07375,16477.18,13936.615,-1483.67
2018-06-11,14868.5725,14363.40375,14998.83375,13499.77875,505.1687500000007
2018-06-12,13644.695,14868.5725,15077.0625,13407.67125,-1223.8775000000005
2018-06-13,13063.145,13644.695,13827.04125,12183.52375,-581.5499999999993
2018-06-14,13440.4175,13063.145,14214.44125,12588.60375,377.2724999999991
2018-06-15,13338.62125,13440.4175,13893.2425,12860.8025,-101.79624999999942
2018-06-16,14882.545,13338.62125,15217.75625,12956.965,1543.92375
2018-06-17,15105.45,14882.545,15395.98625,14589.595,222.90500000000065
2018-06-18,14954.8525,15105.45,15195.40625,14226.16625,-150.59749999999985
2018-06-19,16577.69625,14954.8525,17119.35625,14817.50875,1622.84375
2018-06-20,16736.10625,16577.69625,17212.92375,16255.94875,158.40999999999985
2018-06-21,15633.41125,16736.10625,16862.20875,15547.415,-1102.6950000000015
2018-06-22,15243.93625,15633.41125,15945.5225,13958.9125,-389.47499999999854
2018-06-23,14123.825,15243.93625,15361.1325,13969.24375,-1120.11125
2018-06-24,13270.5975,14123.825,14943.61125,13162.5775,-853.2275000000009
2018-06-25,13634.36375,13270.5975,14199.5325,12846.7125,363.7662500000006
2018-06-26,14166.90625,13634.36375,14263.0075,13364.81,532.5424999999996
2018-06-27,14218.3625,14166.90625,14537.54,14014.9475,51.45624999999927
2018-06-28,13520.92625,14218.3625,14246.52,13052.59375,-697.4362499999988
2018-06-29,12916.11625,13520.92625,14308.53375,12763.9975,-604.8100000000013
2018-06-30,10871.16875,12916.11625,13212.24625,10064.1175,-2044.9474999999984
2018-07-01,11341.65,10871.16875,11765.13625,9200.5925,470.4812499999989
2018-07-02,11138.36875,11341.65,12046.095,10664.945,-203.28125
2018-07-03,11743.94125,11138.36875,11956.4425,11023.02875,605.5725000000002
2018-07-04,12487.06625,11743.94125,13008.25125,11597.715,743.125
2018-07-05,11509.62,12487.06625,12487.06625,11097.0525,-977.446249999999
2018-07-06,10873.9025,11509.62,11869.715,10051.7925,-635.7175000000007
2018-07-07,10831.9275,10873.9025,11359.33625,9973.2875,-41.975000000000364
2018-07-08,11630.375,10831.9275,11711.9975,10498.15375,798.4475000000002
2018-07-09,11525.345,11630.375,11630.375,10890.045,-105.03000000000065
2018-07-10,11006.615,11525.345,11541.4075,10322.04125,-518.7299999999996
2018-07-11,11453.23,11006.615,11575.36125,10856.46,446.6149999999998
2018-07-12,11413.79375,11453.23,11943.255,11304.365,-39.436249999998836
2018-07-13,10918.15125,11413.79375,11481.56375,10806.81625,-495.6424999999999
2018-07-14,9915.4725,10918.15125,11064.8,9628.88875,-1002.678750000001
2018-07-15,9971.30875,9915.4725,10335.41875,9689.28,55.83625000000029
2018-07-16,8716.59499,9971.30875,10170.8225,8564.9275,-1254.7137600000005
2018-07-17,8286.50124,8716.59499,9096.79999,7696.10375,-430.09375
2018-07-18,9193.045,8286.50124,9472.45624,8193.62999,906.5437600000005
2018-07-19,8137.39,9193.045,9364.41124,7860.5125,-1055.6549999999997
2018-07-20,6333.37,8137.39,8347.90625,6198.98,-1804.0200000000004
2018-07-21,7271.5075,6333.37,7958.3425,5948.39625,938.1374999999998
2018-07-22,7988.28125,7271.5075,8583.92625,7208.97125,716.7737500000003
2018-07-23,8087.7725,7988.28125,8622.275,7809.22,99.49125000000004
2018-07-24,8931.13875,8087.7725,9006.03375,7755.67,843.36625
2018-07-25,8046.44,8931.13875,9071.63875,8031.6725,-884.6987500000005
2018-07-26,8479.92499,8046.44,8567.15875,7846.12625,433.4849899999999
2018-07-27,8767.8525,8479.92499,8978.0775,8363.84125,287.92751000000135
2018-07-28,8694.2525,8767.8525,8773.87999,8371.48375,-73.60000000000036
2018-07-29,9660.2875,8694.2525,9723.5475,8694.2525,966.0349999999999
2018-07-30,10111.83875,9660.2875,10294.44,9497.01874,451.55125000000044
2018-07-31,10475.77125,10111.83875,10497.205,9719.59375,363.932499999999
2018-08-01,10856.9375,10475.77125,11280.17875,10473.71625,381.1662500000002
2018-08-02,10538.00625,10856.9375,10964.68625,10157.38125,-318.93124999999964
2018-08-03,11417.03875,10538.00625,11498.405,10406.97625,879.0324999999993
2018-08-04,10929.02,11417.03875,11768.5775,10872.53125,-488.0187499999993
2018-08-05,10728.9525,10929.02,11181.56125,10245.32125,-200.06750000000102
2018-08-06,9810.72125,10728.9525,10914.64875,9593.95999,-918.2312499999989
2018-08-07,10413.36875,9810.72125,10455.48,9706.1625,602.6474999999991
2018-08-08,9586.285,10413.36875,10510.625,9382.17125,-827.0837499999998
2018-08-09,9628.71625,9586.285,9859.15749,9305.6825,42.431249999999636
2018-08-10,10273.9025,9628.71625,10444.27625,9387.48625,645.1862500000007
2018-08-11,10904.01875,10273.9025,10954.17375,10227.84874,630.1162499999991
2018-08-12,10353.04625,10904.01875,11045.16125,10223.435,-550.9724999999999
2018-08-13,11101.2925,10353.04625,11166.6575,10330.06,748.2462500000001
2018-08-14,11306.1225,11101.2925,11352.24,10785.22125,204.82999999999993
2018-08-15,11172.8175,11306.1225,11499.415,11128.895,-133.3050000000003
2018-08-16,11559.475,11172.8175,11575.94125,11068.785,386.65750000000116
2018-08-17,11247.7475,11559.475,11661.2425,11183.55125,-311.7275000000009
2018-08-18,10736.88625,11247.7475,11324.345,10585.95875,-510.8612499999999
2018-08-19,9553.75875,10736.88625,10811.4775,9469.44625,-1183.1274999999987
2018-08-20,8981.19249,9553.75875,10102.28125,8898.02249,-572.5662600000014
2018-08-21,9252.2925,8981.19249,9414.14625,8371.79625,271.1000100000001
2018-08-22,8681.6075,9252.2925,9506.25625,8475.54,-570.6849999999995
2018-08-23,9434.47374,8681.6075,9731.08124,8589.22875,752.8662399999994
2018-08-24,9048.5125,9434.47374,9886.2225,8779.20624,-385.9612399999987
2018-08-25,9261.70875,9048.5125,9475.6775,8861.875,213.19624999999905
2018-08-26,7896.98875,9261.70875,9261.70875,7761.53125,-1364.7199999999993
2018-08-27,8040.6025,7896.98875,8414.11125,7677.51875,143.61374999999953
2018-08-28,8207.555,8040.6025,8600.54,8036.64,166.95250000000033
2018-08-29,7668.99,8207.555,8343.135,7560.26375,-538.5650000000005
2018-08-30,8190.49125,7668.99,8435.9275,7336.5725,521.5012500000003
2018-08-31,8598.3375,8190.49125,8703.465,8131.24,407.8462499999996
2018-09-01,9029.2975,8598.3375,9051.51625,8325.26125,430.96000000000095
2018-09-02,9024.7175,9029.2975,9160.90125,8766.57,-4.579999999999927
2018-09-03,8412.6525,9024.7175,9046.44249,8348.285,-612.0650000000005
2018-09-04,8882.98625,8412.6525,8971.66124,8297.32625,470.3337499999998
2018-09-05,8549.8125,8882.98625,9001.44375,8463.90375,-333.1737499999999
2018-09-06,8430.33124,8549.8125,8661.48749,8371.48875,-119.48126000000047
2018-09-07,7855.6375,8430.33124,8477.96875,7827.01375,-574.6937399999997
2018-09-08,7864.255,7855.6375,8131.44875,7745.82125,8.617500000000291
2018-09-09,7867.36,7864.255,8097.01625,7815.895,3.1049999999995634
2018-09-10,6862.325,7867.36,7869.8325,6687.85,-1005.0349999999999
2018-09-11,6971.36375,6862.325,7267.065,6594.73625,109.03875000000062
2018-09-12,6927.875,6971.36375,7214.50375,6797.82125,-43.48875000000044
2018-09-13,6987.835,6927.875,7024.0875,6444.20125,59.960000000000036
2018-09-14,7183.12,6987.835,7195.8425,6855.62375,195.28499999999985
2018-09-15,7296.89,7183.12,7507.6775,7183.12,113.77000000000044
2018-09-16,6770.48375,7296.89,7386.70875,6584.85375,-526.40625
2018-09-17,6767.5925,6770.48375,6919.6975,6631.9025,-2.891250000000582
2018-09-18,6855.92125,6767.5925,6893.49375,6514.1025,88.32875000000058
2018-09-19,6965.4325,6855.92125,7051.49625,6784.28625,109.51124999999956
2018-09-20,7126.53875,6965.4325,7160.98,6898.75,161.10624999999982
2018-09-21,6790.2675,7126.53875,7171.76,6617.57125,-336.2712499999998
2018-09-22,6825.49375,6790.2675,6879.08375,6660.51,35.22624999999971
2018-09-23,6942.63875,6825.49375,6965.0825,6808.4375,117.14500000000044
2018-09-24,7824.55875,6942.63875,8056.20125,6767.37,881.9200000000001
2018-09-25,8041.88125,7824.55875,8219.70375,7768.79875,217.32250000000022
2018-09-26,8084.57375,8041.88125,8175.69875,7883.1425,42.6924999999992
2018-09-27,8161.4125,8084.57375,8408.7175,8061.46875,76.8387500000008
2018-09-28,8031.57,8161.4125,8163.8075,7910.14125,-129.84250000000065
2018-09-29,7938.61,8031.57,8152.0975,7835.4,-92.96000000000004
2018-09-30,8189.71875,7938.61,8254.88625,7887.1775,251.10875000000033
2018-10-01,8334.81374,8189.71875,8381.25124,8105.87875,145.0949899999996
2018-10-02,8867.67,8334.81374,8931.43,8222.25375,532.8562600000005
2018-10-03,8831.05875,8867.67,9022.07,8616.67625,-36.61124999999993
2018-10-04,8869.16124,8831.05875,9010.82,8762.88375,38.10248999999931
2018-10-05,9192.82,8869.16124,9221.9675,8819.75875,323.65876000000026
2018-10-06,9374.3025,9192.82,9747.81749,9192.82,181.48250000000007
2018-10-07,8808.515,9374.3025,9515.41375,8663.285,-565.7875000000004
2018-10-08,9154.64125,8808.515,9304.01874,8661.8675,346.12625000000116
2018-10-09,9145.38375,9154.64125,9373.38375,8874.65166,-9.257499999999709
2018-10-10,9445.1425,9145.38375,9537.64,9086.22374,299.75874999999905
2018-10-11,9269.7175,9445.1425,9473.4975,9183.6775,-175.42499999999927
2018-10-12,8950.87624,9269.7175,9345.89125,8884.5875,-318.84126000000106
2018-10-13,9030.47875,8950.87624,9135.9525,8843.03249,79.60251000000062
2018-10-14,9229.8525,9030.47875,9263.32625,9026.18625,199.37375000000065
2018-10-15,9573.69875,9229.8525,9791.94249,9163.18625,343.8462499999987
2018-10-16,9818.5975,9573.69875,9856.62875,9573.69875,244.8987500000003
2018-10-17,9846.54375,9818.5975,9955.95375,9701.90625,27.946250000000873
2018-10-18,9327.76125,9846.54375,9870.65,9230.74875,-518.7825000000012
2018-10-19,9425.99124,9327.76125,9455.91875,9189.65875,98.22998999999982
2018-10-20,9040.02875,9425.99124,9427.52,9004.135,-385.9624899999999
2018-10-21,9328.04999,9040.02875,9361.41,8976.97374,288.02124000000003
2018-10-22,8921.25625,9328.04999,9384.295,8875.54,-406.79373999999916
2018-10-23,8409.35875,8921.25625,9003.49,8351.12875,-511.89750000000095
2018-10-24,8443.23875,8409.35875,8643.8025,8221.5175,33.88000000000102
2018-10-25,8399.86249,8443.23875,8759.58124,8344.305,-43.37626000000091
2018-10-26,8712.38875,8399.86249,8879.945,8297.14125,312.52626000000055
2018-10-27,8160.25625,8712.38875,8836.5125,8111.32625,-552.1324999999997
2018-10-28,8361.22875,8160.25625,8459.52625,8147.6825,200.97249999999985
2018-10-29,7997.82125,8361.22875,8374.22374,7932.42875,-363.40750000000025
2018-10-30,8238.3425,7997.82125,8274.5375,7973.5875,240.5212500000007
2018-10-31,8251.395,8238.3425,8393.77125,8155.14625,13.052499999999782
2018-11-01,8494.13125,8251.395,8583.8025,8231.20999,242.73624999999993
2018-11-02,8325.025,8494.13125,8567.1375,8261.78125,-169.10625000000073
2018-11-03,7952.51375,8325.025,8345.72374,7867.72875,-372.51124999999956
2018-11-04,7615.96375,7952.51375,7952.8025,7443.241484,-336.5500000000002
2018-11-05,7600.9525,7615.96375,7722.83125,7273.645,-15.011249999999563
2018-11-06,7437.835,7600.9525,7652.105547,7336.300817,-163.1175000000003
2018-11-07,7297.79625,7437.835,7618.84528,7227.65,-140.0387499999997
2018-11-08,7384.2175,7297.79625,7432.44,7252.02,86.42124999999942
2018-11-09,7119.42375,7384.2175,7387.68,7044.282359,-264.7937499999998
2018-11-10,7492.61125,7119.42375,7563.366729,7052.957839,373.1875
2018-11-11,7364.27625,7492.61125,7542.095759,7283.183728,-128.33500000000004
2018-11-12,7491.62125,7541.810522,7615.063908,7362.565,127.34500000000025
2018-11-13,7519.333329,7495.065482,7600.180474,7394.287588,27.712078999999903
2018-11-14,7631.403388,7517.612569,7697.542926,7451.698017,112.07005899999967
2018-11-15,7717.145068,7639.232021,7775.829285,7601.263944,85.74168000000009
2018-11-16,7506.589277,7707.639829,7761.178308,7452.523947,-210.55579099999977
2018-11-17,7625.187971,7506.589281,7672.307622,7362.002623,118.59869400000025
2018-11-18,7659.57,7618.98,7695.6,7486.0,34.38202899999942
2018-11-19,7685.93,7659.57,7748.0,7631.0,26.360000000000582
2018-11-20,7619.11,7685.93,7698.0,7541.0,-66.82000000000062
2018-11-21,7496.1,7619.11,7679.0,7469.39,-123.00999999999931
2018-11-22,6771.31,7496.1,7497.41,6646.0,-724.79
2018-11-23,6781.340803,6681.21686,6799.662936,6674.12368,10.03080299999965
2018-11-24,6526.329182,6871.410349,6908.50249,6466.076128,-255.01162099999965
2018-11-25,6322.655965,6526.096386,6600.719555,6155.350129,-203.67321700000048
2018-11-26,6602.324158,6297.326859,6672.788652,6271.445304,279.66819300000043
2018-11-27,6398.44117,6633.446195,6643.518193,6397.940015,-203.8829880000003
2018-11-28,6530.544015,6398.44117,6545.614891,6330.190046,132.10284500000034
2018-11-29,6483.868697,6492.968323,6556.9438,6432.089233,-46.675318000000516
2018-11-30,6712.64967,6443.528523,6773.249183,6383.442661,228.7809729999999
2018-12-01,6732.710147,6707.626795,6809.166271,6670.843567,20.06047699999999
2018-12-02,6737.867721,6736.936984,6807.363426,6570.906701,5.1575739999998405
2018-12-03,6730.925937,6761.255096,6788.424078,6683.936194,-6.941783999999643
2018-12-04,6100.445277,6730.498689,6730.900593,5988.768386,-630.4806600000002
2018-12-05,6199.700824,6042.926012,6314.565038,6020.834015,99.25554699999975
2018-12-06,6143.39257,6199.040366,6258.116743,5797.492519,-56.30825399999958
2018-12-07,6245.328455,6147.279887,6322.135782,6091.149999,101.93588499999987
2018-12-08,6149.422705,6238.509614,6268.872,6102.731205,-95.9057499999999
2018-12-09,6141.1915,6154.025474,6161.893065,6005.181118,-8.231205000000045
2018-12-10,5955.526582,6144.851708,6186.04441,5914.012632,-185.6649179999995
2018-12-11,6190.309252,5953.988658,6227.676707,5810.869959,234.7826699999996
2018-12-12,6344.8922,6186.103664,6450.892081,6138.955883,154.58294800000021
2018-12-13,6374.277854,6394.223356,6446.831244,6259.346633,29.385653999999704
2018-12-14,6630.749595,6374.184975,6683.757452,6270.923682,256.4717410000003
2018-12-15,6483.830594,6615.419253,6679.19556,6472.690858,-146.9190010000002
2018-12-16,6590.632793,6512.020037,6789.307492,6416.496256,106.80219899999975
2018-12-17,6539.682432,6591.003356,6700.790032,6461.276241,-50.95036100000016
2018-12-18,6597.53,6533.95,6639.0,6444.16898,57.84756800000014
2018-12-19,6571.427592,6581.314622,6622.102558,6502.459277,-26.10240799999974
2018-12-20,6745.988679,6571.427115,6801.015281,6571.405832,174.56108700000004
2018-12-21,6695.530851,6745.988679,6799.959786,6668.489981,-50.45782799999961
2018-12-22,6365.38759,6695.530851,6702.549171,6327.492899,-330.14326100000017
2018-12-23,6361.446668,6297.981692,6401.579589,6272.592929,-3.9409220000006826
2018-12-24,6145.810118,6375.974582,6376.068356,6127.029743,-215.63654999999926
2018-12-25,6216.59,6245.68,6336.602954,6127.889781,70.77988199999982
2018-12-26,6255.678129,6255.799008,6324.038256,6183.083723,39.08812899999975
2018-12-27,6367.349904,6255.678129,6399.468153,6231.848947,111.6717749999998
2018-12-28,6672.625919,6357.108875,6710.159824,6336.123157,305.27601500000037
2018-12-29,7316.55104,6728.456337,7380.234744,6659.408659,643.9251210000002
2018-12-30,7360.737018,7317.147712,7582.570739,7246.303111,44.18597799999952
2018-12-31,7485.63967,7360.737036,7558.513087,7283.772794,124.90265199999976
2019-01-01,7358.445677,7485.639663,7698.005345,7282.406498,-127.19399299999986
2019-01-02,7425.734238,7338.282091,7457.464384,7216.327022,67.2885610000003
2019-01-03,7412.200525,7425.503503,7572.740451,7342.523165,-13.533712999999807
2019-01-04,7731.24748,7401.464661,7806.491249,7375.251359,319.0469549999998
2019-01-05,8326.801534,7731.248177,8360.319474,7696.982837,595.5540540000002
2019-01-06,8272.59792,8321.159947,8487.01168,8057.018565,-54.203614000000016
2019-01-07,7926.247396,8270.532335,8314.126681,7915.600936,-346.3505240000004
2019-01-08,8255.277348,7934.125251,8278.703662,7802.009443,329.02995199999987
2019-01-09,8185.695535,8183.375003,8234.482102,8064.326116,-69.58181299999978
2019-01-10,8202.89009,8185.696086,8293.515658,8120.71331,17.194555000000946
2019-01-11,8167.38836,8216.215969,8275.533757,7863.074283,-35.50173000000086
